byte
254
60
2
76
6
100
3
244
255
196
252
108
5
96
7
212
7
216
6
60
250
128
248
48
248
100
249
192
4
140
1
216
253
228
250
8
252
236
254
32
2
68
5
12
249
112
248
40
249
88
251
64
7
160
7
124
6
68
4
168
254
240
1
208
4
208
6
28
1
108
253
60
250
104
248
240
7
80
7
56
5
76
2
240
247
172
248
4
251
88
254
64
255
12
252
56
249
20
248
224
1
176
4
180
6
212
7
132
248
84
250
216
252
108
0
64
7
24
5
28
2
236
254
8
4
108
6
120
7
72
7
220
251
64
249
40
248
212
248
164
5
180
2
56
255
244
251
180
250
100
253
248
0
140
4
176
249
32
248
184
247
72
249
32
7
56
8
244
7
148
6
8
252
8
255
60
2
44
5
140
3
232
255
152
252
32
250
60
7
116
7
72
6
28
4
184
248
112
248
228
249
180
252
252
0
92
253
4
250
92
248
232
255
248
2
208
5
232
7
224
247
208
248
212
250
76
254
8
8
216
6
112
4
100
1
240
1
180
4
200
6
148
7
220
253
140
250
148
248
84
248
212
6
192
4
176
1
124
254
24
249
88
251
208
254
88
2
128
251
0
249
236
247
124
248
80
5
44
7
248
7
104
7
80
250
248
252
56
0
200
3
32
5
236
1
164
254
192
251
132
6
168
7
84
7
208
5
92
249
52
248
188
248
164
250
4
3
92
255
244
251
140
249
108
253
164
0
92
4
0
7
64
248
44
248
124
249
80
252
16
8
184
7
12
6
108
3
180
255
184
2
100
5
80
7
156
255
24
252
192
249
116
248
152
7
60
6
236
3
240
0
116
248
220
249
176
252
12
0
128
253
56
250
64
248
4
248
68
3
204
5
172
7
16
8
240
248
56
251
92
254
4
2
148
6
48
4
16
1
188
253
20
5
236
6
148
7
248
6
120
250
116
248
24
248
52
249
188
4
112
1
28
254
84
251
116
251
204
254
136
2
156
5
24
249
220
247
116
248
140
250
88
7
236
7
84
7
12
5
100
253
128
0
212
3
144
6
160
1
64
254
112
251
96
249
184
7
64
7
172
5
252
2
48
248
204
248
212
250
216
253
76
255
204
251
68
249
32
248
236
0
52
4
248
6
28
8
56
248
160
249
140
252
244
255
152
7
212
5
52
3
160
255
40
3
148
5
72
7
144
7
236
251
112
249
80
248
120
248
12
6
144
3
124
0
112
253
244
249
244
252
112
0
184
3
52
250
48
248
232
247
8
249
32
6
184
7
16
8
112
6
76
251
112
254
24
2
100
5
208
3
176
0
132
253
108
250
84
7
200
7
44
7
28
5
64
248
236
247
20
249
100
251
164
1
44
254
96
251
92
249
100
254
32
2
100
5
68
7
108
248
212
248
20
251
248
253
160
7
216
6
180
4
64
1
32
1
40
4
176
6
232
7
184
253
208
250
240
248
252
247
108
7
116
5
232
2
128
255
192
248
224
250
244
253
44
1
204
251
68
249
16
248
92
248
52
4
216
6
244
7
108
7
220
249
152
252
28
0
88
3
140
5
240
2
172
255
24
252
180
5
244
6
28
7
184
5
152
249
152
248
240
248
104
250
232
2
192
255
200
252
252
249
80
253
4
1
92
4
204
6
0
248
164
247
8
249
76
251
0
8
32
8
192
6
196
3
88
254
216
1
32
5
20
7
112
0
100
253
160
250
200
248
96
7
136
6
100
4
4
1
104
248
204
249
56
252
40
255
92
253
108
250
148
248
228
247
176
2
240
5
232
7
44
8
116
248
192
250
248
253
36
1
48
7
0
5
168
1
236
253
248
3
108
6
128
7
244
6
240
250
8
249
88
248
8
249
8
5
84
2
12
255
160
251
80
251
136
254
224
1
180
4
212
248
228
247
60
248
224
249
232
6
56
8
120
7
120
5
144
252
36
0
188
3
36
6
172
2
116
255
36
252
80
249
100
7
100
7
216
5
16
3
68
248
152
248
56
250
16
253
180
255
144
252
24
250
80
248
196
0
44
4
180
6
228
7
232
247
76
249
252
251
220
254
200
7
108
6
136
3
0
0
40
2
80
5
100
7
152
7
204
252
92
250
152
248
84
248
128
6
84
4
44
1
112
253
224
249
124
252
124
255
172
2
84
250
100
248
12
248
160
248
232
5
232
7
24
8
224
6
224
250
40
254
172
1
116
4
180
4
128
1
212
253
136
250
132
6
148
7
244
6
196
4
220
248
88
248
28
249
80
251
232
1
208
254
164
251
252
248
204
254
68
2
12
5
8
7
208
247
88
248
28
250
176
252
12
8
128
7
44
5
48
2
36
0
200
3
92
6
96
7
0
255
16
252
64
249
48
248
84
7
216
5
252
2
104
255
188
248
144
250
56
253
192
0
24
252
196
249
76
248
4
248
100
4
244
6
12
8
212
7
132
249
56
252
80
255
88
2
92
6
96
3
196
255
124
252
64
5
72
7
144
7
60
6
16
250
176
248
116
248
228
249
20
4
24
1
76
253
52
250
184
252
236
255
16
3
212
5
64
248
216
247
200
248
224
250
216
7
32
8
220
6
136
4
28
254
208
1
132
4
92
6
128
1
4
254
220
250
244
248
28
7
104
6
88
4
32
1
184
248
184
249
216
251
56
255
252
253
24
251
180
248
124
247
244
2
216
5
160
7
84
8
36
248
248
249
184
252
8
0
192
7
80
5
56
2
236
254
148
3
56
6
96
7
20
7
0
252
172
249
108
248
236
248
136
5
212
2
12
255
180
251
8
251
176
253
240
0
152
4
88
249
44
248
252
247
104
249
52
7
88
8
200
7
24
6
128
252
228
255
244
2
180
5
84
3
104
255
216
251
112
249
144
7
228
7
136
6
16
4
56
248
40
248
160
249
172
252
20
1
160
253
56
250
112
248
12
0
44
3
172
5
144
7
8
248
16
249
56
251
128
254
212
7
96
6
232
3
236
0
44
2
56
5
8
7
164
7
144
253
100
250
96
248
24
248
224
6
144
4
88
1
24
254
64
249
128
251
196
254
120
2
84
251
36
249
240
247
116
248
140
5
108
7
252
7
64
7
144
250
128
253
128
0
204
3
24
5
168
1
64
254
100
251
136
6
168
7
64
7
108
5
68
249
64
248
224
248
248
250
228
2
48
255
172
251
48
249
16
254
40
1
84
4
20
7
4
248
40
248
128
249
116
252
48
8
172
7
216
5
60
3
24
0
20
3
144
5
44
7
168
255
252
251
108
249
96
248
108
7
0
6
88
3
88
0
148
248
0
250
252
252
140
0
76
253
44
250
20
248
244
247
220
3
56
6
176
7
4
8
12
249
80
251
68
254
28
2
132
6
204
3
180
0
144
253
72
5
28
7
120
7
192
6
156
250
160
248
84
248
144
249
132
4
28
1
160
253
188
250
208
251
244
254
184
2
224
5
216
248
220
247
108
248
184
250
180
7
40
8
60
7
28
5
204
253
220
0
220
3
104
6
172
1
0
254
52
251
56
249
148
7
8
7
48
5
148
2
84
248
24
249
56
251
96
254
36
255
148
251
0
249
232
247
144
1
136
4
20
7
68
8
56
248
184
249
116
252
44
0
156
7
180
5
0
3
168
255
136
3
200
5
64
7
112
7
12
252
116
249
68
248
160
248
228
5
16
3
240
255
228
252
40
250
4
253
200
0
28
4
36
250
20
248
220
247
68
249
148
6
224
7
8
8
124
6
152
251
136
254
24
2
88
5
152
3
68
0
52
253
164
250
60
7
140
7
144
6
108
4
172
248
104
248
220
249
64
252
20
1
104
253
120
250
172
248
44
255
184
2
252
5
224
7
20
248
160
248
248
250
56
254
44
8
8
7
196
4
96
1
144
1
124
4
208
6
240
7
132
253
96
250
128
248
240
247
88
7
92
5
144
2
84
255
160
248
8
251
64
254
172
1
216
251
32
249
0
248
116
248
132
4
184
6
16
8
88
7
24
250
180
252
88
0
232
3
64
5
96
2
52
255
252
251
68
6
112
7
96
7
16
6
32
249
36
248
156
248
88
250
0
3
168
255
128
252
0
250
244
252
196
0
80
4
208
6
24
248
200
247
36
249
152
251
36
8
40
8
180
6
220
3
164
254
212
1
228
4
252
6
80
0
44
253
168
250
16
249
68
7
28
6
248
3
196
0
192
248
40
250
220
252
228
255
240
252
220
249
36
248
192
247
20
3
52
6
60
8
104
8
112
248
160
250
8
254
140
1
32
7
212
4
180
1
244
253
76
4
88
6
96
7
200
6
196
250
240
248
128
248
80
249
132
4
184
1
160
254
124
251
160
251
248
254
120
2
88
5
184
248
168
247
60
248
0
250
56
7
56
8
156
7
80
5
152
252
24
0
176
3
68
6
88
2
44
255
28
252
132
249
80
7
40
7
192
5
208
2
84
248
232
248
164
250
120
253
40
255
240
251
152
249
40
248
240
0
144
4
20
7
72
8
204
247
100
249
36
252
48
255
232
7
120
6
140
3
216
255
92
2
48
5
32
7
108
7
116
252
12
250
188
248
152
248
32
6
208
3
224
0
68
253
12
250
220
252
36
0
28
3
40
250
40
248
200
247
188
248
244
5
228
7
44
8
224
6
244
250
72
254
232
1
216
4
136
4
116
1
204
253
160
250
156
6
104
7
192
6
128
4
184
248
100
248
84
249
160
251
108
1
92
254
104
251
224
248
0
255
180
2
172
5
120
7
204
247
80
248
68
250
0
253
20
8
128
7
44
5
252
1
60
0
208
3
112
6
120
7
188
254
212
251
152
249
80
248
16
7
144
5
216
2
36
255
232
248
228
250
200
253
220
0
188
251
76
249
16
248
252
247
132
4
40
7
64
8
216
7
104
249
108
252
180
255
204
2
40
6
112
3
192
255
36
252
64
5
40
7
116
7
0
6
208
249
164
248
156
248
44
250
144
3
152
0
64
253
236
249
16
253
112
0
176
3
20
6
36
248
204
247
224
248
248
250
224
7
48
8
172
6
44
4
52
254
252
1
4
5
208
6
12
1
220
253
160
250
160
248
128
7
176
6
104
4
32
1
92
248
120
249
168
251
0
255
192
253
36
251
244
248
228
247
204
2
212
5
148
7
232
7
180
248
236
250
192
253
228
0
24
7
208
4
96
1
232
253
56
4
204
6
4
8
92
7
36
251
24
249
8
248
176
248
176
5
4
3
104
255
204
251
228
250
212
253
252
0
60
4
48
249
36
248
80
248
164
249
248
6
12
8
140
7
212
5
156
252
28
0
76
3
180
5
28
3
160
255
8
252
92
249
52
7
120
7
8
6
96
3
80
248
156
248
0
250
24
253
60
0
20
253
252
249
200
247
188
0
4
4
140
6
28
8
120
247
164
248
232
250
232
253
120
8
228
6
32
4
4
1
176
1
232
4
196
6
44
7
216
253
236
250
236
248
176
248
120
6
52
4
200
0
80
253
232
249
52
252
68
255
248
2
116
250
156
248
176
247
56
248
28
6
8
8
68
8
92
7
136
250
152
253
196
0
192
3
52
5
208
1
48
254
60
251
64
6
124
7
224
6
12
5
108
249
148
248
56
249
136
251
88
2
248
254
124
251
208
248
168
254
204
1
192
4
56
7
184
247
248
247
128
249
100
252
84
8
176
7
212
5
24
3
8
0
108
3
196
5
28
7
192
255
44
252
124
249
120
248
76
7
180
5
248
2
188
255
220
248
88
250
40
253
240
0
164
252
0
250
0
248
196
247
80
4
192
6
4
8
4
8
40
249
128
251
132
254
236
1
152
6
188
3
108
0
52
253
60
5
28
7
100
7
132
6
160
250
188
248
128
248
216
249
60
4
240
0
88
253
76
250
100
252
96
255
200
2
12
6
124
248
224
247
140
248
212
250
12
8
76
8
32
7
4
5
0
254
80
1
36
4
92
6
156
1
236
253
196
250
20
249
108
7
216
6
204
4
8
2
136
248
24
249
120
251
236
254
236
254
112
251
220
248
192
247
24
2
244
4
36
7
92
8
40
248
204
249
124
252
28
0
156
7
116
5
156
2
112
255
168
3
28
6
72
7
56
7
28
252
116
249
76
248
196
248
176
5
220
2
92
255
68
252
136
250
56
253
236
0
112
4
204
249
8
248
188
247
60
249
8
7
44
8
248
7
128
6
228
251
232
254
32
2
44
5
160
3
248
255
208
252
92
250
48
7
124
7
64
6
20
4
188
248
140
248
4
250
172
252
240
0
28
253
8
250
56
248
172
255
240
2
8
6
252
7
228
247
152
248
184
250
52
254
52
8
0
7
184
4
152
1
148
1
108
4
104
6
108
7
208
253
160
250
204
248
104
248
204
6
172
4
140
1
108
254
88
249
132
251
236
254
148
2
80
251
140
248
76
247
212
247
140
5
124
7
124
8
248
7
152
249
68
252
192
255
92
3
192
5
172
2
120
255
104
252
228
5
20
7
200
6
96
5
220
249
156
248
48
249
4
251
148
2
228
254
164
251
56
249
184
253
28
1
192
4
84
7
224
247
160
247
64
249
8
252
108
8
32
8
136
6
168
3
28
255
64
2
20
5
244
6
228
255
140
252
44
250
220
248
104
7
28
6
220
3
232
0
196
248
16
250
212
252
252
255
112
253
56
250
128
248
20
248
248
2
152
5
160
7
212
7
4
249
52
251
140
254
48
2
136
6
32
4
12
1
148
253
8
5
220
6
168
7
240
6
88
250
120
248
48
248
56
249
204
4
156
1
68
254
112
251
96
251
220
254
148
2
124
5
12
249
200
247
120
248
112
250
96
7
248
7
88
7
28
5
48
253
64
0
196
3
124
6
196
1
144
254
180
251
96
249
160
7
40
7
140
5
204
2
68
248
240
248
240
250
196
253
24
255
160
251
48
249
20
248
248
0
128
4
48
7
56
8
28
248
120
249
112
252
192
255
192
7
32
6
100
3
172
255
224
2
96
5
24
7
104
7
64
252
196
249
140
248
136
248
8
6
136
3
136
0
36
253
64
250
28
253
96
0
172
3
44
13
87
130
40
23
33
27
234
232
94
146
49
129
195
16
