stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps
skew,actuator_characterization_after,0,2,2,392,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.935293,-1,-3.141593,-0.206300,-0.213419,-164.168392,199999934.868468,199999934.868468,547.191405,520.779563,0.999599,0.999574,10.959084,10.753074,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,3,393,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.930567,-1,-3.141593,-0.211026,-0.218308,-167.929170,199999934.868468,199999934.868468,546.557235,520.232848,0.999613,0.999610,10.746819,10.267865,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,4,394,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.976540,-1,-3.141593,-0.165053,-0.170748,-131.344821,199999934.868468,199999934.868468,549.168477,526.440213,0.999589,0.999569,11.137198,10.939021,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,5,395,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.930665,-1,-3.141593,-0.210928,-0.218207,-167.851221,199999934.868468,199999934.868468,546.635531,519.933142,0.999610,0.999586,10.790509,10.573613,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,6,396,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.932121,-1,-3.141593,-0.209472,-0.216700,-166.692568,199999934.868468,199999934.868468,547.030221,520.801891,0.999543,0.999521,11.699584,11.402692,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,7,397,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.934790,-1,-3.141593,-0.206803,-0.213939,-164.568732,199999934.868468,199999934.868468,547.326874,521.118151,0.999576,0.999573,11.277538,10.777396,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,8,398,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.935886,-1,-3.141593,-0.205707,-0.212805,-163.696106,199999934.868468,199999934.868468,547.153129,521.110719,0.999615,0.999576,10.740333,10.739143,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,9,399,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.957390,-1,-3.141593,-0.184203,-0.190559,-146.584148,199999934.868468,199999934.868468,548.568340,523.602826,0.999590,0.999563,11.118622,10.950408,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,2,10,400,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.974225,-1,-3.141593,-0.167368,-0.173144,-133.187361,199999934.868468,199999934.868468,549.040496,525.980766,0.999631,0.999601,10.547984,10.511050,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,1,401,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.959404,-1,-3.141593,-0.182188,-0.188475,-144.980953,199999934.868468,199999934.868468,548.725787,524.103800,0.999636,0.999612,10.482234,10.326152,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,2,402,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.964202,-1,-3.141593,-0.177391,-0.183512,-141.163052,199999934.868468,199999934.868468,549.045139,524.645850,0.999646,0.999634,10.331377,10.033982,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,3,403,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.942227,-1,-3.141593,-0.199365,-0.206245,-158.649855,199999934.868468,199999934.868468,547.776314,521.693600,0.999636,0.999595,10.443045,10.500340,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,4,404,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.964980,-1,-3.141593,-0.176613,-0.182707,-140.544131,199999934.868468,199999934.868468,548.743141,524.781686,0.999604,0.999584,10.921818,10.701286,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,5,405,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.976114,-1,-3.141593,-0.165479,-0.171189,-131.683683,199999934.868468,199999934.868468,549.259047,526.227701,0.999615,0.999582,10.777358,10.770040,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,6,406,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.981874,-1,-3.141593,-0.159718,-0.165230,-127.099941,199999934.868468,199999934.868468,548.779919,526.913745,0.999605,0.999558,10.908612,11.077477,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,7,407,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.979332,-1,-3.141593,-0.162260,-0.167860,-129.122708,199999934.868468,199999934.868468,549.004894,526.318392,0.999643,0.999608,10.377381,10.421409,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,8,408,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.980069,-1,-3.141593,-0.161524,-0.167098,-128.536848,199999934.868468,199999934.868468,549.292803,526.787557,0.999655,0.999630,10.198060,10.134965,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,9,409,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.935590,-1,-3.141593,-0.206002,-0.213111,-163.931493,199999934.868468,199999934.868468,546.998050,520.917409,0.999639,0.999619,10.402384,10.180063,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,3,10,410,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,25,5.223837,1.000000,1.000000,1,none,2.931233,-1,-3.141593,-0.210359,-0.217618,-167.398689,199999934.868468,199999934.868468,546.723914,520.477822,0.999556,0.999503,11.522501,11.602934,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,1,411,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.991909,-1,-3.141593,-0.149683,-0.154848,-119.114210,199999934.868468,199999934.868468,549.313592,527.353550,0.999606,0.999583,10.911339,10.770584,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,2,412,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.996592,-1,-3.141593,-0.145001,-0.150004,-115.388075,199999934.868468,199999934.868468,548.850876,528.189848,0.999631,0.999622,10.547411,10.273952,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,3,413,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.987332,-1,-3.141593,-0.154260,-0.159583,-122.756446,199999934.868468,199999934.868468,549.195798,526.574908,0.999589,0.999556,11.142787,11.093233,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,4,414,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.979487,-1,-3.141593,-0.162106,-0.167700,-128.999943,199999934.868468,199999934.868468,548.367207,525.215474,0.999640,0.999616,10.413162,10.293776,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,5,415,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.960491,-1,-3.141593,-0.181101,-0.187351,-144.116032,199999934.868468,199999934.868468,547.322667,522.600158,0.999619,0.999588,10.685295,10.612819,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,6,416,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.949964,-1,-3.141593,-0.191629,-0.198241,-152.493436,199999934.868468,199999934.868468,545.888117,521.423246,0.999564,0.999530,11.394704,11.305873,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,7,417,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.993849,-1,-3.141593,-0.147744,-0.152842,-117.570746,199999934.868468,199999934.868468,549.169831,527.432045,0.999456,0.999411,12.808296,12.797454,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,8,418,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.993564,-1,-3.141593,-0.148028,-0.153136,-117.797197,199999934.868468,199999934.868468,548.968084,527.522372,0.999616,0.999590,10.760394,10.685791,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,9,419,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.997443,-1,-3.141593,-0.144150,-0.149124,-114.710798,199999934.868468,199999934.868468,548.991134,527.843451,0.999624,0.999597,10.641562,10.603491,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_after,0,4,10,420,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.960915,-1,-3.141593,-0.180677,-0.186912,-143.778386,199999934.868468,199999934.868468,547.391355,522.348687,0.999640,0.999611,10.382756,10.306686,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,1,421,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.977729,-1,-3.141593,-0.163863,-0.169518,-130.398381,199999934.868468,199999934.868468,548.550014,524.673695,0.999610,0.999573,10.834694,10.837732,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,2,422,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.986499,-1,-3.141593,-0.155094,-0.160446,-123.419747,199999934.868468,199999934.868468,548.483967,526.431874,0.999603,0.999604,10.929033,10.476798,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,3,423,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.994749,-1,-3.141593,-0.146843,-0.151911,-116.854286,199999934.868468,199999934.868468,549.088667,527.744072,0.999576,0.999544,11.311463,11.265051,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,4,424,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.959192,-1,-3.141593,-0.182401,-0.188695,-145.149955,199999934.868468,199999934.868468,546.985378,522.547978,0.999587,0.999556,11.113737,11.008521,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,5,425,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.987206,-1,-3.141593,-0.154387,-0.159714,-122.856967,199999934.868468,199999934.868468,548.959139,526.753332,0.999606,0.999572,10.897174,10.904078,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,6,426,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.975071,-1,-3.141593,-0.166521,-0.172267,-132.513416,199999934.868468,199999934.868468,548.374270,524.700460,0.999597,0.999573,11.017222,10.842788,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,7,427,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.997320,-1,-3.141593,-0.144273,-0.149252,-114.808877,199999934.868468,199999934.868468,549.355055,528.065715,0.999635,0.999621,10.496120,10.277885,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,8,428,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.991969,-1,-3.141593,-0.149624,-0.154787,-119.066968,199999934.868468,199999934.868468,549.180056,527.388744,0.999611,0.999566,10.829976,10.992331,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,9,429,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.995295,-1,-3.141593,-0.146298,-0.151346,-116.419978,199999934.868468,199999934.868468,549.356664,527.896089,0.999642,0.999625,10.400149,10.219430,1,1,0,nan,nan,nan,nan
skew,actuator_characterization_repeat,0,5,10,430,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,26,5.223837,1.000000,1.000000,1,none,2.996636,-1,-3.141593,-0.144957,-0.149959,-115.353235,199999934.868468,199999934.868468,549.013001,528.064104,0.999593,0.999573,11.074096,10.910324,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,1,431,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.033681,-1,-3.141593,-0.107912,-0.111636,-85.873466,199999934.868468,199999934.868468,547.636526,529.139425,0.999598,0.999587,10.989022,10.756834,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,2,432,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.044201,-1,-3.141593,-0.097391,-0.100752,-77.501712,199999934.868468,199999934.868468,548.499254,531.223987,0.999637,0.999605,10.448563,10.561462,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,3,433,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.034462,-1,-3.141593,-0.107130,-0.110827,-85.251650,199999934.868468,199999934.868468,547.434787,529.088583,0.999589,0.999563,11.105704,11.063267,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,4,434,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.044044,-1,-3.141593,-0.097548,-0.100915,-77.626593,199999934.868468,199999934.868468,548.410464,531.286505,0.999632,0.999614,10.520061,10.436090,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,5,435,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.044083,-1,-3.141593,-0.097509,-0.100874,-77.595368,199999934.868468,199999934.868468,548.720989,531.540844,0.999646,0.999625,10.334445,10.299089,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,6,436,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.017163,-1,-3.141593,-0.124429,-0.128723,-99.017710,199999934.868468,199999934.868468,544.614159,525.336356,0.999630,0.999622,10.478143,10.209526,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,7,437,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.030469,-1,-3.141593,-0.111124,-0.114959,-88.429751,199999934.868468,199999934.868468,547.166085,528.336751,0.999640,0.999633,10.376253,10.117928,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,8,438,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.040091,-1,-3.141593,-0.101501,-0.105004,-80.772197,199999934.868468,199999934.868468,548.103967,530.505784,0.999612,0.999584,10.801937,10.824872,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,9,439,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.011621,-1,-3.141593,-0.129972,-0.134457,-103.428244,199999934.868468,199999934.868468,542.964265,523.835477,0.999562,0.999502,11.363201,11.693566,1,1,0,nan,nan,nan,nan
skew,calibration,1,6,10,440,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,29,5.223837,1.000000,1.000000,1,none,3.027244,-1,-3.141593,-0.114349,-0.118295,-90.995852,199999934.868468,199999934.868468,546.757865,527.636337,0.999616,0.999592,10.717503,10.659868,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,1,441,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.088410,-1,-3.141593,-0.053183,-0.055018,-42.321414,199999934.868468,199999934.868468,545.595830,532.925806,0.999630,0.999615,10.497171,10.455729,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,2,442,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.080306,-1,-3.141593,-0.061287,-0.063402,-48.770680,199999934.868468,199999934.868468,541.946165,528.767187,0.999634,0.999630,10.374774,10.166491,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,3,443,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.085724,-1,-3.141593,-0.055869,-0.057796,-44.458843,199999934.868468,199999934.868468,544.292856,531.352238,0.999555,0.999536,11.485289,11.448047,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,4,444,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.089242,-1,-3.141593,-0.052351,-0.054157,-41.659387,199999934.868468,199999934.868468,545.466848,532.773027,0.999619,0.999609,10.649218,10.540536,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,5,445,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.085067,-1,-3.141593,-0.056526,-0.058476,-44.981720,199999934.868468,199999934.868468,544.356408,531.555325,0.999634,0.999596,10.417120,10.682451,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,6,446,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.087791,-1,-3.141593,-0.053802,-0.055658,-42.813898,199999934.868468,199999934.868468,545.310524,532.791821,0.999575,0.999568,11.249066,11.085292,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,7,447,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.076867,-1,-3.141593,-0.064726,-0.066959,-51.506987,199999934.868468,199999934.868468,540.369232,526.677819,0.999630,0.999616,10.393537,10.326275,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,8,448,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.078341,-1,-3.141593,-0.063251,-0.065434,-50.333916,199999934.868468,199999934.868468,540.971195,527.966130,0.999630,0.999613,10.400996,10.388138,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,9,449,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.081815,-1,-3.141593,-0.059778,-0.061841,-47.569627,199999934.868468,199999934.868468,542.728161,529.429104,0.999607,0.999593,10.761037,10.686802,1,1,0,nan,nan,nan,nan
skew,calibration,2,7,10,450,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,32,5.223837,1.000000,1.000000,1,none,3.092450,-1,-3.141593,-0.049143,-0.050839,-39.106600,199999934.868468,199999934.868468,546.922493,534.199467,0.999644,0.999619,10.316895,10.437390,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,1,451,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.103820,-1,-3.141593,-0.037772,-0.039076,-30.058396,199999934.868468,199999934.868468,542.440579,531.395826,0.999627,0.999619,10.487452,10.377591,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,2,452,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.100578,-1,-3.141593,-0.041014,-0.042430,-32.638137,199999934.868468,199999934.868468,540.056864,528.921592,0.999628,0.999618,10.422832,10.345672,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,3,453,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.099529,-1,-3.141593,-0.042064,-0.043515,-33.473257,199999934.868468,199999934.868468,539.108249,527.956043,0.999626,0.999636,10.424236,10.079881,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,4,454,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.109173,-1,-3.141593,-0.032420,-0.033538,-25.798699,199999934.868468,199999934.868468,546.024252,535.401862,0.999608,0.999609,10.808935,10.593414,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,5,455,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.100564,-1,-3.141593,-0.041029,-0.042445,-32.649867,199999934.868468,199999934.868468,540.823900,529.548109,0.999579,0.999580,11.105737,10.855982,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,6,456,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.102178,-1,-3.141593,-0.039414,-0.040774,-31.364899,199999934.868468,199999934.868468,541.419137,530.095918,0.999637,0.999603,10.325092,10.564550,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,7,457,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.104590,-1,-3.141593,-0.037002,-0.038279,-29.445581,199999934.868468,199999934.868468,543.481088,532.263544,0.999614,0.999603,10.672326,10.609610,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,8,458,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.104864,-1,-3.141593,-0.036728,-0.037996,-29.227544,199999934.868468,199999934.868468,543.979924,532.771626,0.999655,0.999627,10.107859,10.295595,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,9,459,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.104493,-1,-3.141593,-0.037100,-0.038380,-29.522895,199999934.868468,199999934.868468,542.847197,532.032242,0.999621,0.999619,10.564419,10.386392,1,1,0,nan,nan,nan,nan
skew,calibration,3,8,10,460,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,33,5.223837,1.000000,1.000000,1,none,3.099080,-1,-3.141593,-0.042512,-0.043979,-33.830250,199999934.868468,199999934.868468,539.436353,528.156528,0.999473,0.999461,12.381840,12.267625,1,1,0,nan,nan,nan,nan
skew,calibration,4,9,1,461,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,34,5.223837,1.000000,1.000000,1,none,3.121599,-1,-3.141593,-0.019994,-0.020684,-15.910780,199999934.868468,199999934.868468,540.149982,531.399262,0.999557,0.999555,11.369158,11.216736,1,1,0,nan,nan,nan,nan
