stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,delay_register_active,offset_correction_active_codes,gain_correction_active,active_polarity,primary_valid,primary_rejection_reason,raw_phase_difference_rad,polarity_hypothesis,applied_phase_adjustment_rad,corrected_phase_difference_rad,measured_skew_samples,measured_skew_ps,tone_A_frequency_hz,tone_B_frequency_hz,tone_A_amplitude,tone_B_amplitude,tone_A_correlation,tone_B_correlation,tone_A_rmse,tone_B_rmse,dither_A_valid,dither_B_valid,dither_skew_valid,dither_skew_samples,dither_skew_ps,tone_dither_disagreement_samples,tone_dither_disagreement_ps,original_capture_phase,original_iteration,label_source
skew,closed_loop_initial_baseline,0,1,1,531,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.049046,-1,-3.141593,-0.092547,-0.09604,-73.877268,199375017.6145,199375017.6145,530.677959,523.773705,0.999761,0.999748,8.202296,8.302882,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,2,532,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.039939,-1,-3.141593,-0.101653,-0.105491,-81.146827,199375017.6145,199375017.6145,531.691743,522.539654,0.999752,0.999735,8.373571,8.513461,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,3,533,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088917,-1,-3.141593,-0.052676,-0.054664,-42.049558,199375017.6145,199375017.6145,521.736385,528.548787,0.999741,0.999742,8.399216,8.499922,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,4,534,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.040511,-1,-3.141593,-0.101082,-0.104898,-80.690496,199375017.6145,199375017.6145,531.975773,522.641983,0.999723,0.999728,8.851629,8.618941,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,5,535,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.053239,-1,-3.141593,-0.088353,-0.091689,-70.529633,199375017.6145,199375017.6145,530.059912,524.149877,0.999757,0.999749,8.261833,8.30643,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,6,536,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.079511,-1,-3.141593,-0.062082,-0.064425,-49.557985,199375017.6145,199375017.6145,525.116925,527.215376,0.999758,0.999764,8.171321,8.098076,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,7,537,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.081387,-1,-3.141593,-0.060206,-0.062478,-48.060369,199375017.6145,199375017.6145,524.290604,527.373642,0.999767,0.999763,8.002444,8.117348,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,8,538,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.081568,-1,-3.141593,-0.060025,-0.062291,-47.915935,199375017.6145,199375017.6145,524.419368,527.630076,0.999753,0.999755,8.240284,8.264519,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,9,539,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.08786,-1,-3.141593,-0.053733,-0.055761,-42.893256,199375017.6145,199375017.6145,522.129884,528.624473,0.99975,0.999749,8.255817,8.3798,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,closed_loop_initial_baseline,0,1,10,540,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.051861,-1,-3.141593,-0.089731,-0.093119,-71.629786,199375017.6145,199375017.6145,530.247269,524.048073,0.999761,0.999752,8.200952,8.26548,1,1,0,,,,,closed_loop_initial_baseline,0,firmware
skew,actuator_characterization_baseline,0,2,1,541,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.041599,-1,-3.141593,-0.099993,-0.103768,-79.82167,199375017.6145,199375017.6145,531.685094,522.804541,0.999767,0.999766,8.122685,7.999616,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,2,542,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.08823,-1,-3.141593,-0.053363,-0.055377,-42.598077,199375017.6145,199375017.6145,521.876652,528.306636,0.999773,0.999773,7.857208,7.956743,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,3,543,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.05738,-1,-3.141593,-0.084212,-0.087391,-67.224088,199375017.6145,199375017.6145,529.645191,524.727714,0.999766,0.999762,8.109965,8.092194,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,4,544,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.066866,-1,-3.141593,-0.074727,-0.077547,-59.65191,199375017.6145,199375017.6145,527.96231,525.796524,0.999729,0.999712,8.693754,8.918767,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,5,545,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.058576,-1,-3.141593,-0.083016,-0.08615,-66.269413,199375017.6145,199375017.6145,529.15766,524.680344,0.999782,0.999765,7.802507,8.035553,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,6,546,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.083121,-1,-3.141593,-0.058471,-0.060679,-46.675977,199375017.6145,199375017.6145,523.819867,527.875095,0.999757,0.999757,8.168659,8.235947,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,7,547,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.078335,-1,-3.141593,-0.063258,-0.065646,-50.49684,199375017.6145,199375017.6145,525.508813,527.404775,0.999774,0.999769,7.899386,8.02121,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,8,548,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.089444,-1,-3.141593,-0.052149,-0.054118,-41.628991,199375017.6145,199375017.6145,520.921283,528.674329,0.999764,0.999767,8.004545,8.083272,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,9,549,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.081582,-1,-3.141593,-0.06001,-0.062276,-47.904412,199375017.6145,199375017.6145,524.309555,527.428025,0.999764,0.999766,8.052422,8.067699,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_baseline,0,2,10,550,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.040861,-1,-3.141593,-0.100731,-0.104534,-80.410594,199375017.6145,199375017.6145,531.78157,522.668372,0.99975,0.999732,8.400479,8.563264,1,1,0,,,,,calibration,1,repair: fresh baseline
skew,actuator_characterization_after,0,3,1,551,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.095863,-1,-3.141593,-0.04573,-0.047456,-36.504755,199375017.6145,199375017.6145,523.940041,528.722455,0.999756,0.999763,8.182003,8.133639,0,0,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,2,552,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.095302,-1,-3.141593,-0.046291,-0.048038,-36.952502,199375017.6145,199375017.6145,524.201464,528.883889,0.999769,0.999763,7.967366,8.147685,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,3,553,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.091985,-1,-3.141593,-0.049608,-0.05148,-39.600241,199375017.6145,199375017.6145,525.310275,528.459919,0.999775,0.999775,7.884329,7.925193,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,4,554,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.068569,-1,-3.141593,-0.073023,-0.07578,-58.292272,199375017.6145,199375017.6145,530.200358,525.887438,0.999731,0.999707,8.706522,9.011217,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,5,555,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.091467,-1,-3.141593,-0.050126,-0.052018,-40.014156,199375017.6145,199375017.6145,525.419771,528.64723,0.99972,0.999715,8.783983,8.919477,1,1,1,-0.054961,-42.2779,0.002943,2.263744,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,6,556,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.058984,-1,-3.141593,-0.082609,-0.085727,-65.944127,199375017.6145,199375017.6145,531.761241,524.515916,0.999773,0.999772,8.01537,7.925113,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,7,557,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.057546,-1,-3.141593,-0.084047,-0.087219,-67.091858,199375017.6145,199375017.6145,531.881574,524.759941,0.999749,0.999755,8.434366,8.219022,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,8,558,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.088856,-1,-3.141593,-0.052737,-0.054728,-42.098364,199375017.6145,199375017.6145,526.350542,528.018426,0.999743,0.999742,8.436052,8.490106,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,9,559,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.051327,-1,-3.141593,-0.090266,-0.093674,-72.05669,199375017.6145,199375017.6145,532.684477,524.078198,0.999755,0.999763,8.338578,8.079276,1,1,0,,,,,actuator_characterization_after,0,firmware
skew,actuator_characterization_after,0,3,10,560,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.056707,-1,-3.141593,-0.084886,-0.08809,-67.76159,199375017.6145,199375017.6145,532.127545,524.439689,0.999751,0.999748,8.396365,8.327355,1,1,1,-0.098341,-75.647205,0.010251,7.885614,actuator_characterization_after,0,firmware
skew,actuator_characterization_baseline,0,4,1,561,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.08996,-1,-3.141593,-0.051633,-0.053582,-41.216879,199375017.6145,199375017.6145,521.01545,528.586988,0.999748,0.999772,8.271143,7.973038,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,2,562,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.089261,-1,-3.141593,-0.052332,-0.054307,-41.774804,199375017.6145,199375017.6145,521.298504,528.716616,0.999715,0.999743,8.804219,8.475523,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,3,563,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.08909,-1,-3.141593,-0.052503,-0.054485,-41.911154,199375017.6145,199375017.6145,521.320442,528.720197,0.999759,0.99977,8.098146,8.016972,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,4,564,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.047769,-1,-3.141593,-0.093823,-0.097365,-74.896149,199375017.6145,199375017.6145,530.580488,523.907354,0.999747,0.999748,8.446981,8.3223,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,5,565,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.082593,-1,-3.141593,-0.059,-0.061227,-47.097976,199375017.6145,199375017.6145,523.646194,527.660089,0.999664,0.999686,9.600744,9.344666,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,6,566,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086953,-1,-3.141593,-0.05464,-0.056702,-43.617304,199375017.6145,199375017.6145,522.449437,528.36601,0.99977,0.99977,7.929308,8.021401,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,7,567,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.088694,-1,-3.141593,-0.052899,-0.054896,-42.227713,199375017.6145,199375017.6145,521.642107,528.356773,0.999746,0.99974,8.309789,8.517967,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,8,568,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.045238,-1,-3.141593,-0.096355,-0.099992,-76.917125,199375017.6145,199375017.6145,530.944451,523.145785,0.99975,0.999755,8.392258,8.190347,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,9,569,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.084133,-1,-3.141593,-0.05746,-0.059629,-45.868621,199375017.6145,199375017.6145,523.584083,527.768711,0.999668,0.99968,9.531144,9.437133,1,1,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_baseline,0,4,10,570,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.087557,-1,-3.141593,-0.054035,-0.056075,-43.134816,199375017.6145,199375017.6145,522.195983,528.108347,0.999689,0.999701,9.203784,9.127527,0,0,0,,,,,calibration,2,repair: fresh baseline
skew,actuator_characterization_repeat,0,5,1,571,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.077372,-1,-3.141593,-0.064221,-0.066645,-51.265665,199375017.6145,199375017.6145,528.85308,526.815166,0.999751,0.999753,8.34688,8.292157,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,2,572,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.055789,-1,-3.141593,-0.085803,-0.089042,-68.494221,199375017.6145,199375017.6145,531.882964,524.241791,0.999734,0.999722,8.682785,8.741143,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,3,573,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.09728,-1,-3.141593,-0.044313,-0.045986,-35.37353,199375017.6145,199375017.6145,522.810242,528.842621,0.999758,0.999765,8.141927,8.10591,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,4,574,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.066838,-1,-3.141593,-0.074754,-0.077576,-59.674123,199375017.6145,199375017.6145,530.820429,525.636151,0.999768,0.999757,8.077699,8.194928,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,5,575,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.080108,-1,-3.141593,-0.061485,-0.063806,-49.081367,199375017.6145,199375017.6145,528.157147,527.208222,0.999779,0.999778,7.855178,7.852273,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,6,576,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.097747,-1,-3.141593,-0.043846,-0.045501,-35.000847,199375017.6145,199375017.6145,522.557332,529.335204,0.999758,0.999761,8.142494,8.194095,0,0,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,7,577,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.091325,-1,-3.141593,-0.050267,-0.052165,-40.126829,199375017.6145,199375017.6145,525.16069,528.515776,0.999709,0.999706,8.96663,9.071692,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,8,578,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.053207,-1,-3.141593,-0.088385,-0.091722,-70.555399,199375017.6145,199375017.6145,532.817029,524.239251,0.999733,0.999706,8.71297,8.997874,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,9,579,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.078846,-1,-3.141593,-0.062746,-0.065115,-50.088501,199375017.6145,199375017.6145,528.431542,526.926417,0.999754,0.999742,8.287587,8.470766,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_repeat,0,5,10,580,1,none,1300000000.0,2600000000.0,1.0,1,1,25,4.735985,1.00494,1.0,1,none,3.055422,-1,-3.141593,-0.086171,-0.089424,-68.787774,199375017.6145,199375017.6145,531.990003,524.532018,0.999737,0.999715,8.638537,8.857694,1,1,0,,,,,actuator_characterization_repeat,0,firmware
skew,actuator_characterization_baseline,0,6,1,581,1,none,1300000000.0,2600000000.0,1.0,1,1,24,4.735985,1.00494,1.0,1,none,3.086795,-1,-3.141593,-0.054798,-0.056866,-43.74345,199375017.6145,199375017.6145,522.686604,528.083969,0.99977,0.999759,7.934281,8.204556,1,1,0,,,,,calibration,3,repair: fresh baseline
