stage,capture_phase,iteration,capture_group_index,capture_index,global_capture_index,accepted,rejection_reason,physical_adc_rate_hz,configured_dac_rate_hz,reference_rate_compensation,channel,canonical_phase,offset_correction_active_codes,gain_correction_active,delay_register_active,active_polarity,measured_gain,gain_error,correlation,rmse_codes,dither_gain,dither_valid,dither_reason
gain,calibration,4,4,27,497,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.985677,-0.014323,0.998905,21.603317,0.395159,1,NONE
gain,calibration,4,4,28,498,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.975273,-0.024727,0.999163,17.566151,0.408151,1,NONE
gain,calibration,4,4,29,499,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.962140,-0.037860,0.998964,17.684292,0.359389,1,FIT_QUALITY
gain,calibration,4,4,30,500,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.016189,0.016189,0.999189,15.850719,0.389134,1,NONE
gain,verification,4,1,1,501,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.004495,0.004495,0.999082,17.194151,nan,0,not evaluated
gain,verification,4,1,2,502,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.997358,-0.002642,0.999420,13.893108,nan,0,not evaluated
gain,verification,4,1,3,503,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.978989,-0.021011,0.999164,15.509169,nan,0,not evaluated
gain,verification,4,1,4,504,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.964659,-0.035341,0.998885,17.774544,nan,0,not evaluated
gain,verification,4,1,5,505,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.018793,0.018793,0.999061,19.090851,nan,0,not evaluated
gain,verification,4,1,6,506,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.992820,-0.007180,0.998982,18.003986,nan,0,not evaluated
gain,verification,4,1,7,507,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.981163,-0.018837,0.999084,18.159990,nan,0,not evaluated
gain,verification,4,1,8,508,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.974883,-0.025117,0.999157,15.737050,nan,0,not evaluated
gain,verification,4,1,9,509,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.951813,-0.048187,0.998964,19.135965,nan,0,not evaluated
gain,verification,4,1,10,510,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.007015,0.007015,0.999130,16.632341,nan,0,not evaluated
gain,verification,4,1,11,511,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.973375,-0.026625,0.998760,19.155453,nan,0,not evaluated
gain,verification,4,1,12,512,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.000325,0.000325,0.999130,17.179575,nan,0,not evaluated
gain,verification,4,1,13,513,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.018693,0.018693,0.999123,16.516279,nan,0,not evaluated
gain,verification,4,1,14,514,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.009444,0.009444,0.998939,18.842236,nan,0,not evaluated
gain,verification,4,1,15,515,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.004368,0.004368,0.999077,16.754642,nan,0,not evaluated
gain,verification,4,1,16,516,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.993958,-0.006042,0.999193,17.124155,nan,0,not evaluated
gain,verification,4,1,17,517,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.002571,0.002571,0.999061,17.781532,nan,0,not evaluated
gain,verification,4,1,18,518,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.018124,0.018124,0.999121,17.776850,nan,0,not evaluated
gain,verification,4,1,19,519,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.994363,-0.005637,0.998977,18.181416,nan,0,not evaluated
gain,verification,4,1,20,520,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,0.957652,-0.042348,0.998799,20.409447,nan,0,not evaluated
gain,verification,4,1,21,521,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.018000,0.018000,0.999064,17.060139,nan,0,not evaluated
gain,verification,4,1,22,522,1,none,1300000000.000000,2600000000.000000,1.000000,1,0,-9.430320,1.001701,nan,1.000000,1.003346,0.003346,0.999149,16.418570,nan,0,not evaluated
